promised_line_id,submission_id,submission_date,insured_name,broker_name,broker_contact,coverage_type,effective_date,expiry_date,total_insured_value,limit_requested,deductible,lead_follow,our_line_pct,our_premium,technical_premium,rate_per_million,deviation_from_technical_pct,decision,decision_date,decision_reason,underwriter_name,authority_level,referral_required,decline_reason,ntu_reason,bound_premium,bound_date,renewal_of,fac_reinsurance_purchased,fac_premium,number_of_locations,primary_state,occupancy_class
PL-01193,SUB-2021-1193,2021-06-16,Imperial Tech Solutions,Howden Group,Michael Cross,Commercial Property,2021-08-14,2022-08-14,25000000,25000000,40313,Lead,100,235000,282499,9.4,-17.0,Referred,2021-07-10,,Priya Nair,UW,True,,,0,,PL-01070,False,0,2,TX,Hospitality - Restaurant
PL-01194,SUB-2024-1194,2023-12-02,Bayside Properties LLC,Willis Towers Watson,David Armstrong,Commercial Property,2024-01-06,2025-01-05,150000000,25000000,150377,Lead,25,690000,750000,4.6,-9.0,Bound,2023-12-05,,Priya Nair,UW,True,,,690000,2023-12-05,,False,136278,47,WI,Energy - Storage
PL-01195,SUB-2022-1195,2022-01-23,Jasper Distribution LLC,Miller Insurance,Charlotte Webb,Commercial Property,2022-02-26,2023-02-26,65000000,25000000,32750,Lead,50,0,266500,3.5,-15.0,Declined,2022-02-02,Single location concentration risk exceeds net retention,Priya Nair,UW,True,Single location concentration risk exceeds net retention,,0,,PL-01186,False,0,37,TX,Technology - Office Campus
PL-01196,SUB-2024-1196,2024-06-21,Zephyr Logistics Holdings,Willis Towers Watson,David Armstrong,Commercial Property,2024-08-11,2025-08-11,250000000,25000000,468445,Lead,25,2200000,2375000,8.8,-7.0,Bound,2024-07-07,,Claire Hemsworth,Senior UW,True,,,2200000,2024-07-07,,True,246268,46,AZ,Energy - Renewable
PL-01197,SUB-2024-1197,2024-04-26,Granite State Industries,Willis Towers Watson,David Armstrong,Commercial Property,2024-06-26,2025-06-26,15000000,15000000,25000,Lead,50,0,160500,11.0,3.0,Declined,2024-05-01,Single location concentration risk exceeds net retention,Claire Hemsworth,Senior UW,False,Single location concentration risk exceeds net retention,,0,,PL-01401,False,0,8,WA,Retail - Standalone
PL-01198,SUB-2023-1198,2023-08-24,Meridian Healthcare Properties,Ed Broking,Laura Simpson,Commercial Property,2023-10-02,2024-10-01,65000000,25000000,34831,Follow,25,0,643500,10.1,2.0,Declined,2023-08-27,Capacity constraints - aggregate exposure limit reached for this territory,Claire Hemsworth,Senior UW,False,Capacity constraints - aggregate exposure limit reached for this territory,,0,,,False,0,50,MI,Technology - Office Campus
PL-01199,SUB-2026-1199,2026-10-22,Bayside Properties LLC,Gallagher,Rachel Foster,Commercial Property,2026-12-11,2027-12-11,200000000,25000000,247608,Lead,50,0,1880000,7.8,-17.0,Expired,2026-11-07,,Simon Button,SVP,True,,,0,,,False,0,48,WA,Real Estate - Residential Portfolio
PL-01200,SUB-2022-1200,2021-11-04,Lakewood Healthcare Systems,Marsh McLennan,James Whitfield,Commercial Property,2022-01-27,2023-01-27,250000000,25000000,153061,Follow,100,0,1725000,7.0,2.0,Declined,2021-11-11,Capacity constraints - aggregate exposure limit reached for this territory,Claire Hemsworth,Senior UW,True,Capacity constraints - aggregate exposure limit reached for this territory,,0,,,False,0,24,AL,Healthcare - Clinic
PL-01201,SUB-2021-1201,2021-09-18,Quantum Data Systems LLC,Lockton Companies,Emily Hartwell,Commercial Property,2021-11-02,2022-11-02,50000000,25000000,83495,Follow,100,240000,275000,4.8,-12.0,Bound,2021-09-25,,Robert Tanner,Senior UW,False,,,240000,2021-09-25,PL-01084,False,0,6,AZ,Technology - Data Centre
PL-01202,SUB-2022-1202,2022-04-06,Hampshire Tech Parks Ltd,Miller Insurance,Charlotte Webb,Commercial Property,2022-05-07,2023-05-07,40000000,25000000,69583,Follow,100,0,272000,6.4,-6.0,Declined,2022-04-14,Poor loss history - 5-year loss ratio exceeds 60%,Robert Tanner,Senior UW,False,Poor loss history - 5-year loss ratio exceeds 60%,,0,,PL-01438,False,0,4,IN,Manufacturing - Heavy
PL-01203,SUB-2022-1203,2022-11-21,Platinum Automotive Corp,Willis Towers Watson,David Armstrong,Commercial Property,2022-12-14,2023-12-14,50000000,25000000,89095,Follow,15,135000,150000,2.7,-11.0,Referred,2022-12-06,,Simon Button,SVP,False,,,0,,PL-01236,False,0,9,MA,Hospitality - Restaurant
PL-01204,SUB-2021-1204,2021-10-19,Newport Industrial Corp,Willis Towers Watson,David Armstrong,Commercial Property,2021-12-11,2022-12-11,25000000,25000000,25000,Lead,50,100000,110000,4.0,-8.0,Bound,2021-10-24,,Simon Button,SVP,False,,,100000,2021-10-24,,False,0,3,OR,Retail - Standalone
PL-01205,SUB-2025-1205,2025-03-15,Grosvenor Retail Holdings,Willis Towers Watson,David Armstrong,Commercial Property,2025-06-06,2026-06-06,65000000,25000000,69816,Lead,50,260000,266500,4.0,-3.0,Bound,2025-03-18,,Simon Button,SVP,False,,,260000,2025-03-18,,False,0,4,TX,Manufacturing - Heavy
PL-01206,SUB-2026-1206,2026-05-26,Xenon Technology Inc,Howden Group,Michael Cross,Commercial Property,2026-08-06,2027-08-06,85000000,25000000,50274,Lead,20,0,714000,8.3,-1.0,Declined,2026-06-15,Construction quality concerns - predominantly frame/wood construction,Robert Tanner,Senior UW,False,Construction quality concerns - predominantly frame/wood construction,,0,,PL-01102,False,0,40,TX,Office - Class A
PL-01207,SUB-2024-1207,2024-08-18,Trafalgar Real Estate,Lockton Companies,Emily Hartwell,Commercial Property,2024-11-10,2025-11-10,120000000,25000000,129908,Lead,100,876000,852000,7.3,3.0,Bound,2024-08-31,,James Whitlock,UW,True,,,876000,2024-08-31,,False,166068,23,AZ,Healthcare - Hospital
PL-01208,SUB-2023-1208,2023-07-23,Junction City Warehousing,Marsh McLennan,James Whitfield,Commercial Property,2023-09-15,2024-09-14,85000000,25000000,139916,Lead,15,0,1003000,9.8,-17.0,Declined,2023-08-12,Outside appetite - territory concentration in Tier 1 wind zones,Priya Nair,UW,True,Outside appetite - territory concentration in Tier 1 wind zones,,0,,,False,0,15,OR,Technology - Office Campus
PL-01209,SUB-2024-1209,2024-11-03,Zephyr Logistics Holdings,Gallagher,Rachel Foster,Commercial Property,2024-12-11,2025-12-11,40000000,25000000,76902,Follow,15,364000,448000,9.1,-19.0,Bound,2024-11-24,,Claire Hemsworth,Senior UW,True,,,364000,2024-11-24,,False,0,6,MI,Hospitality - Restaurant
PL-01210,SUB-2023-1210,2023-03-01,Norfolk Agricultural Holdings,Marsh McLennan,James Whitfield,Commercial Property,2023-04-06,2024-04-05,25000000,25000000,39385,Lead,100,150000,187500,6.0,-20.0,Bound,2023-03-14,,Simon Button,SVP,True,,,150000,2023-03-14,PL-01300,False,0,1,MO,Hospitality - Restaurant
PL-01211,SUB-2024-1211,2024-03-21,Silverstone Automotive Group,Aon plc,Sarah Chen,Commercial Property,2024-05-21,2025-05-21,120000000,25000000,235654,Lead,20,624000,756000,5.2,-17.0,Bound,2024-03-28,,James Whitlock,UW,True,,,624000,2024-03-28,,False,122849,43,MA,Manufacturing - Light
PL-01212,SUB-2021-1212,2020-10-30,Uptown Retail Partners,Lockton Companies,Emily Hartwell,Commercial Property,2021-01-08,2022-01-08,120000000,25000000,65828,Follow,25,540000,636000,4.5,-15.0,Bound,2020-11-20,,James Whitlock,UW,True,,,540000,2020-11-20,,True,65928,45,VA,Healthcare - Hospital
PL-01213,SUB-2021-1213,2021-10-29,Newport Industrial Corp,Miller Insurance,Charlotte Webb,Commercial Property,2021-12-30,2022-12-30,25000000,25000000,25000,Lead,50,250000,295000,10.0,-15.0,Bound,2021-11-15,,Claire Hemsworth,Senior UW,False,,,250000,2021-11-15,,False,0,6,CA,Pharmaceutical - R&D
PL-01214,SUB-2025-1214,2025-06-01,Trident Marine Processing,Howden Group,Michael Cross,Commercial Property,2025-08-23,2026-08-23,50000000,25000000,51342,Lead,100,520000,475000,10.4,9.0,Referred,2025-06-16,,Simon Button,SVP,False,,,0,,,False,0,8,TX,Retail - Shopping Centre
PL-01215,SUB-2021-1215,2021-08-29,Coastal Hospitality Group,Willis Towers Watson,David Armstrong,Commercial Property,2021-10-31,2022-10-31,30000000,25000000,54956,Lead,100,180000,165000,6.0,9.0,Bound,2021-09-06,,Priya Nair,UW,False,,,180000,2021-09-06,,False,0,1,TX,Automotive - Dealership
PL-01216,SUB-2025-1216,2025-10-05,Lakewood Healthcare Systems,Gallagher,Rachel Foster,Commercial Property,2025-11-14,2026-11-14,10000000,10000000,25000,Lead,20,0,115000,9.8,-15.0,NTU,2025-10-09,Broker placed elsewhere,James Whitlock,UW,False,,Broker placed elsewhere,0,,,False,0,7,AL,Food Processing
PL-01217,SUB-2022-1217,2022-08-27,Exeter Healthcare Properties,Howden Group,Michael Cross,Commercial Property,2022-09-22,2023-09-22,10000000,10000000,25000,Lead,25,83000,79000,8.3,5.0,Bound,2022-09-10,,Robert Tanner,Senior UW,False,,,83000,2022-09-10,,False,0,7,NY,Hospitality - Restaurant
PL-01218,SUB-2022-1218,2022-02-19,Mayfair Hospitality Ltd,Lockton Companies,Emily Hartwell,Commercial Property,2022-04-19,2023-04-19,100000000,25000000,120641,Lead,100,1110000,1180000,11.1,-6.0,Bound,2022-03-06,,Simon Button,SVP,False,,,1110000,2022-03-06,,False,0,19,OH,Hospitality - Hotel
PL-01219,SUB-2023-1219,2023-05-23,Zephyr Logistics Holdings,Willis Towers Watson,David Armstrong,Commercial Property,2023-07-16,2024-07-15,65000000,25000000,38509,Lead,100,305500,325000,4.7,-6.0,Bound,2023-06-13,,Robert Tanner,Senior UW,False,,,305500,2023-06-13,,False,0,3,OH,Technology - Office Campus
PL-01220,SUB-2026-1220,2026-03-10,Exeter Healthcare Properties,McGill and Partners,Thomas Keane,Commercial Property,2026-04-29,2027-04-29,200000000,25000000,189655,Lead,100,1920000,2060000,9.6,-7.0,Bound,2026-03-28,,James Whitlock,UW,True,,,1920000,2026-03-28,,True,345686,25,TX,Energy - Renewable
PL-01221,SUB-2025-1221,2025-10-05,Silverstone Automotive Group,Aon plc,Sarah Chen,Commercial Property,2025-11-19,2026-11-19,150000000,25000000,108272,Follow,25,510000,555000,3.4,-7.0,Bound,2025-10-28,,Priya Nair,UW,True,,,510000,2025-10-28,,True,92174,13,PA,Office - Class B
PL-01222,SUB-2021-1222,2020-11-26,Lakewood Healthcare Systems,McGill and Partners,Thomas Keane,Commercial Property,2021-02-20,2022-02-20,200000000,25000000,224332,Lead,15,0,1480000,8.0,8.0,Declined,2020-12-12,Outside appetite - excluded occupancy class,James Whitlock,UW,True,Outside appetite - excluded occupancy class,,0,,,False,0,18,NJ,Energy - Renewable
PL-01223,SUB-2023-1223,2023-10-10,Metro Commercial Partners,Aon plc,Sarah Chen,Commercial Property,2023-12-18,2024-12-17,30000000,25000000,36851,Follow,20,0,327000,11.6,6.0,Expired,2023-11-02,,James Whitlock,UW,False,,,0,,PL-01141,False,0,9,AZ,Manufacturing - Heavy
PL-01224,SUB-2023-1224,2023-08-06,Brunswick Industrial Corp,Willis Towers Watson,David Armstrong,Commercial Property,2023-09-01,2024-08-31,50000000,25000000,92277,Lead,25,0,315000,6.7,6.0,NTU,2023-08-24,Premium too high,James Whitlock,UW,False,,Premium too high,0,,,False,0,1,AL,Real Estate - Residential Portfolio
PL-01225,SUB-2025-1225,2025-10-20,Meridian Healthcare Properties,Howden Group,Michael Cross,Commercial Property,2025-12-20,2026-12-20,15000000,15000000,25000,Lead,50,0,57000,4.1,9.0,Declined,2025-10-31,Capacity constraints - aggregate exposure limit reached for this territory,Robert Tanner,Senior UW,False,Capacity constraints - aggregate exposure limit reached for this territory,,0,,,False,0,4,LA,Pharmaceutical - Manufacturing
PL-01226,SUB-2025-1226,2025-06-04,Canterbury Hotels PLC,Miller Insurance,Charlotte Webb,Commercial Property,2025-07-11,2026-07-11,150000000,25000000,272849,Lead,50,465000,465000,3.1,1.0,Bound,2025-06-23,,James Whitlock,UW,True,,,465000,2025-06-23,PL-01426,False,49179,11,WI,Retail - Standalone
PL-01227,SUB-2022-1227,2022-04-30,Eastwood Retail Holdings,Miller Insurance,Charlotte Webb,Commercial Property,2022-05-23,2023-05-23,30000000,25000000,31761,Follow,20,294000,309000,9.8,-5.0,Bound,2022-05-10,,Simon Button,SVP,False,,,294000,2022-05-10,PL-01445,False,0,6,PA,Pharmaceutical - Manufacturing
PL-01228,SUB-2024-1228,2024-02-19,Lancaster Manufacturing PLC,Ed Broking,Laura Simpson,Commercial Property,2024-03-13,2025-03-13,200000000,25000000,114895,Follow,50,1940000,1920000,9.7,1.0,Bound,2024-03-05,,James Whitlock,UW,True,,,1940000,2024-03-05,,True,325472,17,OH,Technology - Office Campus
PL-01229,SUB-2022-1229,2022-11-20,Ironclad Manufacturing LLC,McGill and Partners,Thomas Keane,Commercial Property,2022-12-11,2023-12-11,100000000,25000000,87858,Lead,25,590000,700000,5.9,-16.0,Bound,2022-11-30,,James Whitlock,UW,True,,,590000,2022-11-30,,False,0,1,OR,Automotive - Manufacturing
PL-01230,SUB-2022-1230,2022-02-04,Excalibur Property Trust,Gallagher,Rachel Foster,Commercial Property,2022-02-24,2023-02-24,30000000,25000000,59974,Lead,15,285000,309000,9.5,-8.0,Bound,2022-02-23,,Priya Nair,UW,False,,,285000,2022-02-23,,False,0,9,TN,Hospitality - Hotel
PL-01231,SUB-2024-1231,2024-03-25,Keystone Office Holdings,Howden Group,Michael Cross,Commercial Property,2024-05-08,2025-05-08,30000000,25000000,49446,Lead,15,0,321000,9.4,-12.0,Declined,2024-04-01,Single location concentration risk exceeds net retention,Simon Button,SVP,False,Single location concentration risk exceeds net retention,,0,,,False,0,6,NJ,Manufacturing - Light
PL-01232,SUB-2023-1232,2022-12-16,Omega Tech Campus LLC,Willis Towers Watson,David Armstrong,Commercial Property,2023-02-17,2024-02-17,30000000,25000000,45884,Follow,25,0,189000,6.4,2.0,NTU,2023-01-10,Insured did not proceed,Simon Button,SVP,False,,Insured did not proceed,0,,,False,0,7,VA,Food Processing
PL-01233,SUB-2023-1233,2022-11-19,Vanguard Logistics Corp,BMS Group,Andrew Patel,Commercial Property,2023-01-20,2024-01-20,20000000,20000000,25000,Lead,50,182000,188000,9.1,-3.0,Bound,2022-12-12,,Claire Hemsworth,Senior UW,False,,,182000,2022-12-12,,False,0,5,MN,Manufacturing - Heavy
PL-01234,SUB-2021-1234,2021-07-31,Northstar Distribution Co,McGill and Partners,Thomas Keane,Commercial Property,2021-10-19,2022-10-19,30000000,25000000,37521,Lead,15,300000,318000,10.0,-6.0,Bound,2021-08-09,,Robert Tanner,Senior UW,False,,,300000,2021-08-09,PL-01027,False,0,8,MI,Warehouse - Distribution
PL-01235,SUB-2023-1235,2022-12-10,Timber Creek Manufacturing,Willis Towers Watson,David Armstrong,Commercial Property,2023-01-09,2024-01-09,250000000,25000000,249736,Lead,25,1025000,975000,4.1,6.0,Bound,2022-12-28,,Claire Hemsworth,Senior UW,True,,,1025000,2022-12-28,,False,130536,30,MI,Healthcare - Clinic
PL-01236,SUB-2025-1236,2025-08-15,Vanguard Logistics Corp,Ed Broking,Laura Simpson,Commercial Property,2025-10-25,2026-10-25,150000000,25000000,161246,Lead,15,0,555000,3.4,-7.0,Declined,2025-08-31,Construction quality concerns - predominantly frame/wood construction,Claire Hemsworth,Senior UW,False,Construction quality concerns - predominantly frame/wood construction,,0,,PL-01191,False,0,6,OR,Automotive - Dealership
PL-01237,SUB-2024-1237,2024-05-27,Bayside Properties LLC,Gallagher,Rachel Foster,Commercial Property,2024-07-02,2025-07-02,10000000,10000000,25000,Follow,25,49000,46000,4.9,6.0,Bound,2024-06-02,,James Whitlock,UW,False,,,49000,2024-06-02,PL-01421,False,0,4,LA,Retail - Shopping Centre
PL-01238,SUB-2022-1238,2022-05-01,Falcon Energy Partners,Howden Group,Michael Cross,Commercial Property,2022-07-03,2023-07-03,85000000,25000000,138139,Lead,20,0,484499,6.1,7.0,Declined,2022-05-19,Incomplete submission - insufficient information to rate,Robert Tanner,Senior UW,False,Incomplete submission - insufficient information to rate,,0,,PL-01114,False,0,34,WI,Pharmaceutical - R&D
PL-01239,SUB-2025-1239,2025-01-24,Quantum Data Systems LLC,Lockton Companies,Emily Hartwell,Commercial Property,2025-03-17,2026-03-17,15000000,15000000,25000,Lead,100,0,139500,9.7,4.0,NTU,2025-02-13,Broker placed elsewhere,Simon Button,SVP,False,,Broker placed elsewhere,0,,,False,0,6,OH,Energy - Storage
PL-01240,SUB-2023-1240,2023-04-01,Central Valley Foods Inc,Marsh McLennan,James Whitfield,Commercial Property,2023-04-22,2024-04-21,15000000,15000000,25000,Follow,25,0,73500,4.9,1.0,Declined,2023-04-13,Capacity constraints - aggregate exposure limit reached for this territory,Simon Button,SVP,False,Capacity constraints - aggregate exposure limit reached for this territory,,0,,,False,0,9,WA,Education - University
PL-01241,SUB-2023-1241,2023-02-08,Ridgeway Office Parks,McGill and Partners,Thomas Keane,Commercial Property,2023-03-25,2024-03-24,15000000,15000000,29395,Lead,20,0,54000,3.0,-17.0,Declined,2023-02-19,Single location concentration risk exceeds net retention,Simon Button,SVP,True,Single location concentration risk exceeds net retention,,0,,PL-01020,False,0,5,MO,Pharmaceutical - R&D
PL-01242,SUB-2026-1242,2026-06-08,Oxford Science Properties,Lockton Companies,Emily Hartwell,Commercial Property,2026-07-17,2027-07-17,10000000,10000000,25000,Lead,100,117000,111000,11.7,5.0,Bound,2026-06-13,,Priya Nair,UW,False,,,117000,2026-06-13,,False,0,2,FL,Hospitality - Restaurant
PL-01243,SUB-2025-1243,2024-11-16,Dominion Storage Partners,Miller Insurance,Charlotte Webb,Commercial Property,2025-01-15,2026-01-15,15000000,15000000,25000,Lead,100,171000,162000,11.4,6.0,Bound,2024-12-02,,Robert Tanner,Senior UW,False,,,171000,2024-12-02,PL-01070,False,0,3,TX,Education - University
PL-01244,SUB-2023-1244,2022-12-17,Vanguard Logistics Corp,Gallagher,Rachel Foster,Commercial Property,2023-01-20,2024-01-20,250000000,25000000,485866,Lead,20,0,850000,3.5,4.0,Declined,2023-01-01,Capacity constraints - aggregate exposure limit reached for this territory,Robert Tanner,Senior UW,True,Capacity constraints - aggregate exposure limit reached for this territory,,0,,,False,0,47,NC,Agricultural - Storage
PL-01245,SUB-2022-1245,2021-12-18,Mayfair Hospitality Ltd,McGill and Partners,Thomas Keane,Commercial Property,2022-03-01,2023-03-01,120000000,25000000,146881,Follow,20,1488000,1416000,12.4,5.0,Bound,2022-01-08,,Claire Hemsworth,Senior UW,False,,,1488000,2022-01-08,PL-01194,True,239770,4,AL,Office - Class A
PL-01246,SUB-2026-1246,2026-10-03,Quantum Data Systems LLC,Miller Insurance,Charlotte Webb,Commercial Property,2026-11-20,2027-11-20,10000000,10000000,25000,Follow,15,45000,50000,4.5,-11.0,Bound,2026-10-27,,Priya Nair,UW,False,,,45000,2026-10-27,,False,0,2,TN,Healthcare - Clinic
PL-01247,SUB-2021-1247,2021-07-22,Metro Commercial Partners,McGill and Partners,Thomas Keane,Commercial Property,2021-08-12,2022-08-12,100000000,25000000,125835,Follow,20,0,620000,6.5,5.0,Declined,2021-08-14,Rate inadequacy - broker target below minimum technical rate,Claire Hemsworth,Senior UW,False,Rate inadequacy - broker target below minimum technical rate,,0,,,False,0,42,LA,Technology - Office Campus
PL-01248,SUB-2025-1248,2025-05-21,Jasper Distribution LLC,Miller Insurance,Charlotte Webb,Commercial Property,2025-07-10,2026-07-10,10000000,10000000,25000,Follow,20,46000,46000,4.6,-1.0,Bound,2025-05-26,,Robert Tanner,Senior UW,False,,,46000,2025-05-26,PL-01255,False,0,9,NC,Technology - Data Centre
PL-01249,SUB-2021-1249,2020-12-01,Hampshire Tech Parks Ltd,Gallagher,Rachel Foster,Commercial Property,2021-01-01,2022-01-01,10000000,10000000,25000,Follow,15,0,63000,5.1,-19.0,Declined,2020-12-23,Reinsurance not available at viable economics,Simon Button,SVP,True,Reinsurance not available at viable economics,,0,,PL-01343,False,0,2,SC,Pharmaceutical - R&D
PL-01250,SUB-2025-1250,2024-11-12,Inverness Energy Group,Gallagher,Rachel Foster,Commercial Property,2025-01-28,2026-01-28,40000000,25000000,25846,Lead,100,384000,392000,9.6,-2.0,Bound,2024-11-18,,Robert Tanner,Senior UW,False,,,384000,2024-11-18,,False,0,9,TN,Hospitality - Restaurant
PL-01251,SUB-2025-1251,2025-07-02,Liberty Food Services Inc,BMS Group,Andrew Patel,Commercial Property,2025-08-04,2026-08-04,10000000,10000000,25000,Lead,100,76000,72000,7.6,5.0,Bound,2025-07-13,,James Whitlock,UW,False,,,76000,2025-07-13,,False,0,3,NY,Pharmaceutical - Manufacturing
PL-01252,SUB-2022-1252,2022-03-04,Albion Commercial Group,Lockton Companies,Emily Hartwell,Commercial Property,2022-05-20,2023-05-20,15000000,15000000,25000,Follow,50,43500,43500,2.9,-1.0,Bound,2022-03-21,,Priya Nair,UW,False,,,43500,2022-03-21,,False,0,7,NJ,Pharmaceutical - Manufacturing
PL-01253,SUB-2022-1253,2022-11-07,Apex Manufacturing Corp,BMS Group,Andrew Patel,Commercial Property,2022-12-13,2023-12-13,65000000,25000000,96608,Follow,25,0,643500,10.6,7.0,Declined,2022-11-13,Capacity constraints - aggregate exposure limit reached for this territory,Simon Button,SVP,False,Capacity constraints - aggregate exposure limit reached for this territory,,0,,,False,0,33,MI,Healthcare - Clinic
PL-01254,SUB-2026-1254,2025-12-23,Zephyr Logistics Holdings,McGill and Partners,Thomas Keane,Commercial Property,2026-01-29,2027-01-29,30000000,25000000,42113,Follow,25,0,351000,12.8,9.0,NTU,2025-12-30,Coverage terms not acceptable,James Whitlock,UW,False,,Coverage terms not acceptable,0,,,False,0,7,GA,Automotive - Manufacturing
PL-01255,SUB-2022-1255,2022-05-17,Omega Tech Campus LLC,BMS Group,Andrew Patel,Commercial Property,2022-06-28,2023-06-28,120000000,25000000,157648,Lead,100,1164000,1080000,9.7,8.0,Bound,2022-06-05,,Claire Hemsworth,Senior UW,False,,,1164000,2022-06-05,,True,184238,19,MO,Hospitality - Hotel
PL-01256,SUB-2021-1256,2021-07-06,Devonshire Properties Ltd,BMS Group,Andrew Patel,Commercial Property,2021-08-20,2022-08-20,75000000,25000000,148147,Lead,50,0,202500,2.3,-16.0,Declined,2021-07-17,Rate inadequacy - broker target below minimum technical rate,Robert Tanner,Senior UW,True,Rate inadequacy - broker target below minimum technical rate,,0,,,False,0,7,FL,Automotive - Dealership
PL-01257,SUB-2023-1257,2023-04-30,Liberty Food Services Inc,Lockton Companies,Emily Hartwell,Commercial Property,2023-07-08,2024-07-07,15000000,15000000,25000,Lead,100,163500,160500,10.9,2.0,Bound,2023-05-10,,James Whitlock,UW,False,,,163500,2023-05-10,,False,0,10,TN,Technology - Office Campus
PL-01258,SUB-2025-1258,2025-11-02,Zephyr Logistics Holdings,McGill and Partners,Thomas Keane,Commercial Property,2025-12-20,2026-12-20,120000000,25000000,195919,Follow,15,0,528000,4.7,6.0,Declined,2025-11-25,Incomplete submission - insufficient information to rate,Robert Tanner,Senior UW,False,Incomplete submission - insufficient information to rate,,0,,PL-01371,False,0,17,FL,Retail - Standalone
PL-01259,SUB-2021-1259,2021-04-03,Yorkshire Building Materials,Howden Group,Michael Cross,Commercial Property,2021-06-16,2022-06-16,20000000,20000000,26697,Lead,50,160000,190000,8.0,-16.0,Bound,2021-04-14,,Priya Nair,UW,True,,,160000,2021-04-14,,False,0,3,CA,Real Estate - Residential Portfolio
PL-01260,SUB-2024-1260,2024-02-26,Golden Gate Retail Corp,Marsh McLennan,James Whitfield,Commercial Property,2024-05-18,2025-05-18,10000000,10000000,25000,Lead,15,0,112999,11.1,-2.0,Declined,2024-03-18,Single location concentration risk exceeds net retention,Robert Tanner,Senior UW,False,Single location concentration risk exceeds net retention,,0,,PL-01094,False,0,3,IL,Pharmaceutical - Manufacturing
PL-01261,SUB-2023-1261,2023-03-23,Sheffield Steel Processing,Aon plc,Sarah Chen,Commercial Property,2023-05-24,2024-05-23,75000000,25000000,78089,Lead,15,225000,255000,3.0,-13.0,Bound,2023-04-05,,James Whitlock,UW,True,,,225000,2023-04-05,,False,0,26,IN,Healthcare - Clinic
PL-01262,SUB-2024-1262,2024-05-31,Bayside Properties LLC,Aon plc,Sarah Chen,Commercial Property,2024-08-07,2025-08-07,85000000,25000000,75215,Lead,100,0,408000,3.9,-19.0,Declined,2024-06-06,Capacity constraints - aggregate exposure limit reached for this territory,Robert Tanner,Senior UW,True,Capacity constraints - aggregate exposure limit reached for this territory,,0,,,False,0,40,SC,Hospitality - Restaurant
PL-01263,SUB-2022-1263,2021-12-19,Windmill Manufacturing Co,BMS Group,Andrew Patel,Commercial Property,2022-01-29,2023-01-29,30000000,25000000,25000,Lead,50,0,165000,4.5,-18.0,Declined,2022-01-08,Single location concentration risk exceeds net retention,James Whitlock,UW,True,Single location concentration risk exceeds net retention,,0,,,False,0,4,TX,Food Processing
PL-01264,SUB-2021-1264,2021-09-14,Beacon Light Industries,McGill and Partners,Thomas Keane,Commercial Property,2021-10-23,2022-10-23,250000000,25000000,297209,Lead,100,2450000,2475000,9.8,-1.0,Bound,2021-09-17,,Simon Button,SVP,False,,,2450000,2021-09-17,PL-01027,False,306717,48,AL,Energy - Renewable
PL-01265,SUB-2025-1265,2025-04-10,Jasper Distribution LLC,Ed Broking,Laura Simpson,Commercial Property,2025-05-15,2026-05-15,65000000,25000000,33075,Follow,100,364000,409500,5.6,-11.0,Bound,2025-04-30,,Claire Hemsworth,Senior UW,False,,,364000,2025-04-30,,False,0,41,WA,Healthcare - Clinic
PL-01266,SUB-2025-1266,2025-09-21,Falcon Energy Partners,Aon plc,Sarah Chen,Commercial Property,2025-11-28,2026-11-28,150000000,25000000,181647,Follow,50,0,810000,4.5,-17.0,Declined,2025-10-06,Outside appetite - territory concentration in Tier 1 wind zones,Robert Tanner,Senior UW,True,Outside appetite - territory concentration in Tier 1 wind zones,,0,,PL-01200,False,0,44,VA,Manufacturing - Heavy
PL-01267,SUB-2021-1267,2020-11-17,Exeter Healthcare Properties,Howden Group,Michael Cross,Commercial Property,2021-02-15,2022-02-15,200000000,25000000,142412,Lead,100,1900000,1740000,9.5,9.0,Bound,2020-12-07,,Claire Hemsworth,Senior UW,True,,,1900000,2020-12-07,,True,294029,47,AZ,Real Estate - Residential Portfolio
PL-01268,SUB-2026-1268,2026-08-24,Kensington Real Estate Trust,Howden Group,Michael Cross,Commercial Property,2026-10-01,2027-10-01,40000000,25000000,31039,Follow,25,0,256000,6.3,-1.0,Expired,2026-09-01,,Claire Hemsworth,Senior UW,False,,,0,,PL-01092,False,0,4,CT,Pharmaceutical - R&D
PL-01269,SUB-2026-1269,2026-04-18,Granite State Industries,BMS Group,Andrew Patel,Commercial Property,2026-06-19,2027-06-19,30000000,25000000,45208,Lead,100,0,147000,4.2,-14.0,NTU,2026-05-02,Insured did not proceed,Priya Nair,UW,False,,Insured did not proceed,0,,PL-01035,False,0,2,CA,Energy - Renewable
PL-01270,SUB-2025-1270,2024-12-03,Yorkshire Building Materials,Gallagher,Rachel Foster,Commercial Property,2025-02-01,2026-02-01,100000000,25000000,50724,Lead,50,0,910000,7.7,-15.0,Declined,2024-12-19,Rate inadequacy - broker target below minimum technical rate,Priya Nair,UW,True,Rate inadequacy - broker target below minimum technical rate,,0,,,False,0,20,MO,Technology - Data Centre
PL-01271,SUB-2024-1271,2024-03-15,Fitzwilliam Office Trust,Howden Group,Michael Cross,Commercial Property,2024-06-05,2025-06-05,40000000,25000000,26529,Follow,100,252000,275999,6.3,-9.0,Bound,2024-04-04,,Robert Tanner,Senior UW,False,,,252000,2024-04-04,,False,0,8,CT,Real Estate - Residential Portfolio
